datetime,active_power_kw,wind_speed_ms,theoretical_power_kw,wind_direction_deg,power_gap_kw,underperforming
2018-07-05 04:40:00,1776.29602050781,8.51028823852539,1834.34175239143,210.616592407226,58.045731883619965,False
2018-07-05 04:50:00,798.943115234375,6.52749776840209,816.789013009868,211.168395996093,17.845897775492972,False
2018-07-05 05:00:00,910.839172363281,6.84343481063842,947.038563022584,206.948501586914,36.199390659302935,False
2018-07-05 05:10:00,986.758178710937,6.98662996292114,1009.98143527319,207.739593505859,23.223256562252914,False
2018-07-05 05:20:00,164.466201782226,4.36576509475708,194.114384395655,219.78889465332,29.648182613429015,False
2018-07-05 05:30:00,0.0,2.57311201095581,0.0,247.234603881835,0.0,False
2018-07-05 05:40:00,0.0,2.85910606384277,0.0,244.143005371093,0.0,False
2018-07-05 05:50:00,0.0,3.34557199478149,36.6119041191887,245.380798339843,36.6119041191887,False
2018-07-05 06:00:00,44.7844085693359,3.69993495941162,77.5906344936957,241.474700927734,32.8062259243598,False
2018-07-05 06:10:00,107.942802429199,3.98949003219604,125.9909229355,239.57339477539,18.04812050630099,False
2018-07-05 06:20:00,1178.53405761718,7.55067300796508,1284.15124365022,206.31379699707,105.61718603304007,False
2018-07-05 06:30:00,28.6266899108886,2.10307788848876,0.0,153.938003540039,-28.6266899108886,False
2018-07-05 06:40:00,0.0,2.06371092796325,0.0,214.31640625,0.0,False
2018-07-05 06:50:00,0.0,1.66156804561614,0.0,224.233505249023,0.0,False
2018-07-05 07:00:00,0.0,1.79199397563934,0.0,230.457000732421,0.0,False
2018-07-05 07:10:00,0.0,1.39988005161285,0.0,238.319702148437,0.0,False
2018-07-05 07:20:00,0.0,1.35264801979064,0.0,211.457000732421,0.0,False
2018-07-05 07:30:00,0.0,2.08231902122497,0.0,229.345092773437,0.0,False
2018-07-05 07:40:00,0.0,2.99668002128601,0.0,251.123992919921,0.0,False
2018-07-05 07:50:00,0.0,3.2321650981903,27.7413337675071,267.570495605468,27.7413337675071,False
2018-07-05 08:00:00,3.92306804656982,3.17019605636596,23.7636096119131,285.992309570312,19.84054156534328,False
2018-07-05 08:10:00,0.41193300485611,3.10335206985473,20.1617982628122,304.433898925781,19.749865257956092,False
2018-07-05 08:20:00,0.0,3.27722597122192,31.0195702086967,353.191314697265,31.0195702086967,False
2018-07-05 08:30:00,0.0,2.9537169933319,0.0,354.683685302734,0.0,False
2018-07-05 08:40:00,5.07026386260986,3.69948601722717,77.5260076149762,346.558288574218,72.45574375236633,False
2018-07-05 08:50:00,34.0783805847167,3.24922895431518,28.9445322716092,340.119995117187,-5.133848313107496,False
2018-07-05 09:00:00,0.0,1.74137902259826,0.0,354.715087890625,0.0,False
2018-07-05 09:10:00,0.0,1.94393599033355,0.0,352.290008544921,0.0,False
2018-07-05 09:20:00,5.44640111923217,3.79398298263549,91.8401735815169,287.013488769531,86.39377246228473,False
2018-07-05 09:30:00,108.735603332519,4.17378282546997,155.957964879119,278.600891113281,47.2223615466,False
2018-07-05 09:40:00,0.259532898664474,2.11073803901672,0.0,266.849700927734,-0.259532898664474,False
2018-07-05 09:50:00,0.0,2.2785620689392,0.0,245.129699707031,0.0,False
2018-07-05 10:00:00,0.0,2.62632799148559,0.0,249.941192626953,0.0,False
2018-07-05 10:10:00,4.4613938331604,3.57982301712036,61.4499150424563,224.623596191406,56.9885212092959,False
2018-07-05 10:20:00,0.0,1.15852105617523,0.0,251.369598388671,0.0,False
2018-07-05 10:30:00,0.0,1.9599540233612,0.0,295.784301757812,0.0,False
2018-07-05 10:40:00,0.0,1.86154997348785,0.0,306.799285888671,0.0,False
2018-07-05 10:50:00,0.0,2.37041997909545,0.0,296.553314208984,0.0,False
2018-07-05 11:00:00,0.0,2.61520600318908,0.0,271.481994628906,0.0,False
2018-07-05 11:10:00,0.0,2.42501711845397,0.0,299.903289794921,0.0,False
2018-07-05 11:20:00,0.0,1.78646695613861,0.0,303.136993408203,0.0,False
2018-07-05 11:30:00,0.0,2.5880970954895,0.0,263.823791503906,0.0,False
2018-07-05 11:40:00,0.0,2.57451701164245,0.0,259.239196777343,0.0,False
2018-07-05 11:50:00,0.0,2.51757597923278,0.0,279.637390136718,0.0,False
2018-07-05 12:00:00,0.0,1.63203501701354,0.0,282.034698486328,0.0,False
2018-07-05 12:10:00,0.0,1.7013269662857,0.0,320.064208984375,0.0,False
2018-07-05 12:20:00,0.0,2.49046993255615,0.0,317.384307861328,0.0,False
2018-07-05 12:30:00,0.0,2.43130493164062,0.0,311.237609863281,0.0,False
2018-07-05 12:40:00,0.0,3.37567400932312,39.3120452008125,318.609497070312,39.3120452008125,False
2018-07-05 12:50:00,0.0,2.63870191574096,0.0,327.7880859375,0.0,False
2018-07-05 13:00:00,0.0,2.81885695457458,0.0,338.502288818359,0.0,False
2018-07-05 13:10:00,0.0,5.1245322227478,367.192660171502,346.369506835937,367.192660171502,False
2018-07-05 13:20:00,0.0,5.09649515151977,360.063884702467,345.904113769531,360.063884702467,False
2018-07-05 13:30:00,0.0,7.17314291000366,1095.87490996362,352.991485595703,1095.87490996362,True
2018-07-05 13:40:00,0.0,8.31977844238281,1718.08976567311,0.638752698898315,1718.08976567311,True
2018-07-05 13:50:00,0.0,8.04585647583007,1556.36519737587,16.1216602325439,1556.36519737587,True
2018-07-05 14:00:00,0.0,7.09806585311889,1060.75222874054,14.1939802169799,1060.75222874054,True
2018-07-05 14:10:00,0.0,6.47787809371948,797.364780816527,6.40732479095458,797.364780816527,True
2018-07-05 14:20:00,0.0,6.17011880874633,682.897722892725,10.8783102035522,682.897722892725,True
2018-07-05 14:30:00,0.0,6.35212516784667,749.351734219069,9.21068000793457,749.351734219069,True
2018-07-05 14:40:00,0.0,5.63356208801269,508.254727461277,21.6354503631591,508.254727461277,True
2018-07-05 14:50:00,0.0,4.51232099533081,224.612202506423,11.5324602127075,224.612202506423,False
2018-07-05 15:00:00,0.0,3.96228504180908,120.872521473051,9.81448459625244,120.872521473051,False
2018-07-05 15:10:00,80.4955368041992,4.20454120635986,161.942405744555,19.8032703399658,81.4468689403558,False
2018-07-05 15:20:00,428.929809570312,5.51578617095947,473.552557698475,31.1937599182128,44.62274812816304,False
2018-07-05 15:30:00,676.862182617187,6.63966798782348,861.716195107224,31.0534496307373,184.854012490037,False
2018-07-05 15:40:00,599.512023925781,6.43498182296752,780.792016060769,33.7844696044921,181.279992134988,False
2018-07-05 15:50:00,207.926895141601,4.67792510986328,260.640207124112,40.96044921875,52.713311982511016,False
2018-07-05 16:00:00,27.7800598144531,3.57850790023803,61.285964058643,39.5414199829101,33.50590424418991,False
2018-07-05 16:10:00,16.6027202606201,3.12717008590698,21.3632212089906,33.5153503417968,4.760500948370499,False
2018-07-05 16:20:00,0.0,2.33015990257263,0.0,14.4235496520996,0.0,False
2018-07-05 16:30:00,0.0,2.33487010002136,0.0,10.1456804275512,0.0,False
2018-07-05 16:40:00,0.0,3.02578091621398,16.8781617701143,351.945495605468,16.8781617701143,False
2018-07-05 16:50:00,28.5347309112548,3.78994798660278,91.1997612943123,340.493713378906,62.6650303830575,False
2018-07-05 17:00:00,156.722198486328,4.68967914581298,263.264121895998,320.883911132812,106.54192340967,False
2018-07-05 17:10:00,51.2871513366699,3.69410991668701,76.7546034494444,310.285491943359,25.467452112774502,False
2018-07-05 17:20:00,270.247100830078,5.21139097213745,389.67983536489,300.308898925781,119.43273453481197,False
2018-07-05 17:30:00,326.759887695312,5.23294782638549,395.356669892358,306.304504394531,68.59678219704602,False
2018-07-05 17:40:00,844.351013183593,6.93344593048095,986.307761196909,312.549102783203,141.9567480133161,False
2018-07-05 17:50:00,772.104614257812,6.68967390060424,882.206142215801,309.943786621093,110.10152795798899,False
2018-07-05 18:00:00,483.599914550781,5.73228693008422,538.370315894535,306.047302246093,54.770401343753974,False
2018-07-05 18:10:00,524.526672363281,5.84927988052368,575.315726714821,308.192413330078,50.78905435154002,False
2018-07-05 18:20:00,420.727386474609,5.55382299423217,484.617135511292,307.108612060546,63.88974903668304,False
2018-07-05 18:30:00,359.022888183593,5.30326509475708,414.145448760769,308.236114501953,55.12256057717599,False
2018-07-05 18:40:00,411.053192138671,5.53319978713989,478.601308615481,307.295013427734,67.54811647680998,False
2018-07-05 18:50:00,405.184509277343,5.58065700531005,492.50438513202,314.31201171875,87.31987585467698,False
2018-07-05 19:00:00,385.272003173828,5.48427009582519,464.486274384836,310.909210205078,79.214271211008,False
2018-07-05 19:10:00,519.4404296875,5.83265495300292,569.980817021298,309.015808105468,50.54038733379798,False
2018-07-05 19:20:00,557.240783691406,6.0092978477478,627.133094406925,304.865600585937,69.89231071551899,False
2018-07-05 19:30:00,429.382904052734,5.55925321578979,486.207759420917,317.783111572265,56.82485536818302,False
2018-07-05 19:40:00,461.920684814453,5.71864604949951,534.152215834762,337.977905273437,72.23153102030903,False
2018-07-05 19:50:00,716.126770019531,6.62316703796386,855.017789051421,342.638305664062,138.89101903188998,False
2018-07-05 20:00:00,813.323913574218,6.56641721725463,832.216623345754,314.925598144531,18.892709771536033,False
2018-07-05 20:10:00,557.075073242187,5.8307499885559,569.371331760244,300.475402832031,12.296258518056902,False
2018-07-05 20:20:00,321.806213378906,5.07703590393066,355.152719282324,319.221405029296,33.34650590341795,False
2018-07-05 20:30:00,724.785888671875,6.33517980575561,743.013814798688,311.932891845703,18.22792612681303,False
2018-07-05 20:40:00,605.774719238281,5.85964012145996,578.6547234276,300.726104736328,-27.119995810681075,False
2018-07-05 20:50:00,925.531982421875,6.83722400665283,944.365352743137,295.355407714843,18.83337032126201,False
2018-07-05 21:00:00,1099.2490234375,7.35839176177978,1185.85061081432,295.629302978515,86.60158737681991,False
2018-07-05 21:10:00,1521.56799316406,8.30780506134033,1710.88007089273,310.124908447265,189.31207772866992,False
2018-07-05 21:20:00,1078.708984375,7.48469114303588,1250.04249131851,305.275299072265,171.33350694350997,False
2018-07-05 21:30:00,635.080078125,6.39460897445678,765.378767871447,304.979400634765,130.29868974644705,False
2018-07-05 21:40:00,718.371704101562,6.55076789855957,825.992859720362,307.198608398437,107.6211556188,False
2018-07-05 21:50:00,592.289184570312,6.09980201721191,658.17535558543,310.649108886718,65.88617101511795,False
2018-07-05 22:00:00,789.523071289062,6.57449913024902,835.441592211168,309.509399414062,45.91852092210593,False
2018-07-05 22:10:00,905.71240234375,6.90874004364013,975.430356284415,312.61489868164,69.71795394066498,False
2018-07-05 22:20:00,794.200317382812,6.69022893905639,882.435185792187,317.678100585937,88.23486840937494,False
2018-07-05 22:30:00,996.0009765625,7.21632719039916,1116.42167559252,329.231811523437,120.42069903001993,False
2018-07-05 22:40:00,986.951110839843,7.18891906738281,1103.35160544974,332.268890380859,116.40049460989701,False
2018-07-05 22:50:00,950.6259765625,7.11705493927001,1069.56485361959,329.314392089843,118.93887705708994,False
2018-07-05 23:00:00,634.11962890625,6.13379192352294,670.059716074675,329.15591430664,35.94008716842495,False
2018-07-05 23:10:00,1206.29797363281,7.66605186462402,1344.95429097901,337.029205322265,138.6563173462,False
2018-07-05 23:20:00,960.029113769531,7.18823719024658,1103.02774840697,341.989196777343,142.99863463743895,False
2018-07-05 23:30:00,777.273620605468,6.68388700485229,879.820228558425,337.945190429687,102.54660795295706,False
2018-07-05 23:40:00,517.568176269531,5.99878597259521,624.59093991884,336.81948852539,107.02276364930901,False
2018-07-05 23:50:00,622.010925292968,6.44522094726562,784.729442095956,339.878509521484,162.718516802988,False
2018-07-06 00:00:00,0.0,0.897161185741424,0.0,230.784896850585,0.0,False
2018-07-06 00:10:00,0.0,0.759705781936645,0.0,266.186096191406,0.0,False
2018-07-06 00:20:00,0.0,0.689434885978698,0.0,285.528411865234,0.0,False
2018-07-06 00:30:00,0.0,0.923803210258483,0.0,231.627700805664,0.0,False
2018-07-06 00:40:00,0.0,0.635281920433044,0.0,268.734802246093,0.0,False
2018-07-06 00:50:00,0.0,1.176962018013,0.0,277.39810180664,0.0,False
2018-07-06 01:00:00,0.0,1.76382803916931,0.0,276.451507568359,0.0,False
2018-07-06 01:10:00,0.0,1.64037704467773,0.0,298.5078125,0.0,False
2018-07-06 01:20:00,0.0,1.30848300457,0.0,285.414093017578,0.0,False
2018-07-06 01:30:00,0.0,1.47156405448913,0.0,277.700408935546,0.0,False
2018-07-06 01:40:00,0.0,1.50564301013946,0.0,282.269104003906,0.0,False
2018-07-06 01:50:00,0.0,1.90463304519653,0.0,299.567504882812,0.0,False
